date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
07:31:33	26268/26268	---M--	200	added ('OK')	application/x-font-woff	date:Sun,%2004%20Mar%202012%2000:16:52%20GMT	http://www.cimcoinc.net/templates/joomspirit_70/font/josefinsansstd-light-webfont.woff	C:/My%20Web%20Sites/cimcoinc.net/www.cimcoinc.net/templates/joomspirit_70/font/josefinsansstd-light-webfont.woff	(from http://www.cimcoinc.net/templates/joomspirit_70/css/template.css)
07:31:34	48074/48074	---M--	200	added ('OK')	image/svg+xml	date:Sun,%2004%20Mar%202012%2000:16:52%20GMT	http://www.cimcoinc.net/templates/joomspirit_70/font/josefinsansstd-light-webfont.svg	C:/My%20Web%20Sites/cimcoinc.net/www.cimcoinc.net/templates/joomspirit_70/font/josefinsansstd-light-webfont.svg	(from http://www.cimcoinc.net/templates/joomspirit_70/css/template.css)
07:31:35	219/219	---M--	200	added ('OK')	image/png	date:Sun,%2004%20Mar%202012%2000:16:52%20GMT	http://www.cimcoinc.net/templates/joomspirit_70/images/bg-menu.png	C:/My%20Web%20Sites/cimcoinc.net/www.cimcoinc.net/templates/joomspirit_70/images/bg-menu.png	(from http://www.cimcoinc.net/templates/joomspirit_70/css/media_queries.css)
07:31:35	256/256	---M--	200	added ('OK')	image/png	date:Sun,%2004%20Mar%202012%2000:16:52%20GMT	http://www.cimcoinc.net/templates/joomspirit_70/images/black-03.png	C:/My%20Web%20Sites/cimcoinc.net/www.cimcoinc.net/templates/joomspirit_70/images/black-03.png	(from http://www.cimcoinc.net/templates/joomspirit_70/css/media_queries.css)
07:31:37	52420/52420	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2004%20Mar%202012%2000:16:52%20GMT	http://www.cimcoinc.net/templates/joomspirit_70/font/josefinsansstd-light-webfont.eot	C:/My%20Web%20Sites/cimcoinc.net/www.cimcoinc.net/templates/joomspirit_70/font/josefinsansstd-light-webfont.eot	(from http://www.cimcoinc.net/templates/joomspirit_70/css/template.css)
07:31:37	1998/1998	---M-Z	200	added ('OK')	text/html	date:Wed,%2028%20Mar%202018%2012:31:40%20GMT	http://www.cimcoinc.net/index.php/about-us-who-we-are?tmpl=component&print=1&page=	C:/My%20Web%20Sites/cimcoinc.net/www.cimcoinc.net/index.php/about-us-who-we-areabf8.html	(from http://www.cimcoinc.net/index.php/about-us-who-we-are)
07:31:37	52208/52208	---M--	200	added ('OK')	application/x-font-ttf	date:Sun,%2004%20Mar%202012%2000:16:52%20GMT	http://www.cimcoinc.net/templates/joomspirit_70/font/josefinsansstd-light-webfont.ttf	C:/My%20Web%20Sites/cimcoinc.net/www.cimcoinc.net/templates/joomspirit_70/font/josefinsansstd-light-webfont.ttf	(from http://www.cimcoinc.net/templates/joomspirit_70/css/template.css)
07:31:38	2542/2542	---M-Z	200	added ('OK')	text/html	date:Wed,%2028%20Mar%202018%2012:31:40%20GMT	http://www.cimcoinc.net/index.php/component/mailto/?tmpl=component&link=dee3d08aef8e12b0740c150e14332caac904131b	C:/My%20Web%20Sites/cimcoinc.net/www.cimcoinc.net/index.php/component/mailto/indexf406.html	(from http://www.cimcoinc.net/index.php/about-us-who-we-are)
07:31:38	4404/4404	---MCZ	200	added ('OK')	text/css	date:Wed,%2002%20May%202012%2021:47:28%20GMT	http://www.cimcoinc.net/components/com_chronoforms/css/frontforms.css	C:/My%20Web%20Sites/cimcoinc.net/www.cimcoinc.net/components/com_chronoforms/css/frontforms.css	(from http://www.cimcoinc.net/index.php/jobs)
07:31:39	2069/2069	---M-Z	200	added ('OK')	text/html	date:Wed,%2028%20Mar%202018%2012:31:42%20GMT	http://www.cimcoinc.net/index.php/services-provided?tmpl=component&print=1&page=	C:/My%20Web%20Sites/cimcoinc.net/www.cimcoinc.net/index.php/services-providedabf8.html	(from http://www.cimcoinc.net/index.php/services-provided)
